n_chapter,chapter,n_section,section,n_subsection,subsection,text
3,N-gram Language Models,3.10,Bibliographical and Historical Notes,,,Add-one smoothing derives from Laplace's 1812 law of succession and was first applied as an engineering solution to the zero frequency problem by Jeffreys (1948) based on an earlier Add-K suggestion by Johnson (1932) . Problems with the addone algorithm are summarized in Gale and Church (1994) .
3,N-gram Language Models,3.10,Bibliographical and Historical Notes,,,"A wide variety of different language modeling and smoothing techniques were proposed in the 80s and 90s, including Good-Turing discounting-first applied to the n-gram smoothing at IBM by Katz (Nádas 1984, Church and Gale 1991)-Witten-Bell discounting (Witten and Bell, 1991) , and varieties of class-based ngram models that used information about word classes."
3,N-gram Language Models,3.10,Bibliographical and Historical Notes,,,"Starting in the late 1990s, Chen and Goodman performed a number of carefully controlled experiments comparing different discounting algorithms, cache models, class-based models, and other language model parameters (Chen and Goodman 1999, Goodman 2006, inter alia) . They showed the advantages of Modified Interpolated Kneser-Ney, which became the standard baseline for n-gram language modeling, especially because they showed that caches and class-based models provided only minor additional improvement. These papers are recommended for any reader with further interest in n-gram language modeling. SRILM (Stolcke, 2002) and KenLM (Heafield 2011 , Heafield et al. 2013 are publicly available toolkits for building n-gram language models."
3,N-gram Language Models,3.10,Bibliographical and Historical Notes,,,"Modern language modeling is more commonly done with neural network language models, which solve the major problems with n-grams: the number of parameters increases exponentially as the n-gram order increases, and n-grams have no way to generalize from training to test set. Neural language models instead project words into a continuous space in which words with similar contexts have similar representations. We'll introduce both feedforward language models (Bengio et al. 2006 , Schwenk 2007 in Chapter 7, and recurrent language models (Mikolov, 2012) in Chapter 9."
4,Naive Bayes and Sentiment Classification,,,,,"Classification lies at the heart of both human and machine intelligence. Deciding what letter, word, or image has been presented to our senses, recognizing faces or voices, sorting mail, assigning grades to homeworks; these are all examples of assigning a category to an input. The potential challenges of this task are highlighted by the fabulist Jorge Luis Borges 1964, who imagined classifying animals into:"
4,Naive Bayes and Sentiment Classification,,,,,"(a) those that belong to the Emperor, (b) embalmed ones, (c) those that are trained, (d) suckling pigs, (e) mermaids, (f) fabulous ones, (g) stray dogs, (h) those that are included in this classification, (i) those that tremble as if they were mad, (j) innumerable ones, (k) those drawn with a very fine camel's hair brush, (l) others, (m) those that have just broken a flower vase, (n) those that resemble flies from a distance."
4,Naive Bayes and Sentiment Classification,,,,,"Many language processing tasks involve classification, although luckily our classes are much easier to define than those of Borges. In this chapter we introduce the naive Bayes algorithm and apply it to text categorization, the task of assigning a label or text categorization category to an entire text or document."
4,Naive Bayes and Sentiment Classification,,,,,"We focus on one common text categorization task, sentiment analysis, the extraction of sentiment, the positive or negative orientation that a writer expresses toward some object. A review of a movie, book, or product on the web expresses the author's sentiment toward the product, while an editorial or political text expresses sentiment toward a candidate or political action. Extracting consumer or public sentiment is thus relevant for fields from marketing to politics. The simplest version of sentiment analysis is a binary classification task, and the words of the review provide excellent cues. Consider, for example, the following phrases extracted from positive and negative reviews of movies and restaurants. Words like great, richly, awesome, and pathetic, and awful and ridiculously are very informative cues: + ...zany characters and richly applied satire, and some great plot twists − It was pathetic. The worst part about it was the boxing scenes... + ...awesome caramel sauce and sweet toasty almonds. I love this place! − ...awful pizza and ridiculously overpriced... Spam detection is another important commercial application, the binary classpam detection sification task of assigning an email to one of the two classes spam or not-spam. Many lexical and other features can be used to perform this classification. For example you might quite reasonably be suspicious of an email containing phrases like ""online pharmaceutical"" or ""WITHOUT ANY COST"" or ""Dear Winner""."
4,Naive Bayes and Sentiment Classification,,,,,"Another thing we might want to know about a text is the language it's written in. Texts on social media, for example, can be in any number of languages and we'll need to apply different processing. The task of language id is thus the first language id step in most language processing pipelines. Related text classification tasks like authorship attributiondetermining a text's author-are also relevant to the digital authorship attribution humanities, social sciences, and forensic linguistics."
4,Naive Bayes and Sentiment Classification,,,,,"Finally, one of the oldest tasks in text classification is assigning a library subject category or topic label to a text. Deciding whether a research paper concerns epidemiology or instead, perhaps, embryology, is an important component of information retrieval. Various sets of subject categories exist, such as the MeSH (Medical Subject Headings) thesaurus. In fact, as we will see, subject category classification is the task for which the naive Bayes algorithm was invented in 1961."
4,Naive Bayes and Sentiment Classification,,,,,"Classification is essential for tasks below the level of the document as well. We've already seen period disambiguation (deciding if a period is the end of a sentence or part of a word), and word tokenization (deciding if a character should be a word boundary). Even language modeling can be viewed as classification: each word can be thought of as a class, and so predicting the next word is classifying the context-so-far into a class for each next word. A part-of-speech tagger (Chapter 8) classifies each occurrence of a word in a sentence as, e.g., a noun or a verb."
4,Naive Bayes and Sentiment Classification,,,,,"The goal of classification is to take a single observation, extract some useful features, and thereby classify the observation into one of a set of discrete classes. One method for classifying text is to use handwritten rules. There are many areas of language processing where handwritten rule-based classifiers constitute a state-ofthe-art system, or at least part of it."
4,Naive Bayes and Sentiment Classification,,,,,"Rules can be fragile, however, as situations or data change over time, and for some tasks humans aren't necessarily good at coming up with the rules. Most cases of classification in language processing are instead done via supervised machine learning, and this will be the subject of the remainder of this chapter. In supervised supervised machine learning learning, we have a data set of input observations, each associated with some correct output (a 'supervision signal'). The goal of the algorithm is to learn how to map from a new observation to a correct output. Formally, the task of supervised classification is to take an input x and a fixed set of output classes Y = y 1 , y 2 , ..., y M and return a predicted class y ∈ Y . For text classification, we'll sometimes talk about c (for ""class"") instead of y as our output variable, and d (for ""document"") instead of x as our input variable. In the supervised situation we have a training set of N documents that have each been hand-labeled with a class:"
4,Naive Bayes and Sentiment Classification,,,,,"(d 1 , c 1 ), ...., (d N , c N )."
4,Naive Bayes and Sentiment Classification,,,,,Our goal is to learn a classifier that is capable of mapping from a new document d to its correct class c ∈ C. A probabilistic classifier additionally will tell us the probability of the observation being in the class. This full distribution over the classes can be useful information for downstream decisions; avoiding making discrete decisions early on can be useful when combining systems.
4,Naive Bayes and Sentiment Classification,,,,,"Many kinds of machine learning algorithms are used to build classifiers. This chapter introduces naive Bayes; the following one introduces logistic regression. These exemplify two ways of doing classification. Generative classifiers like naive Bayes build a model of how a class could generate some input data. Given an observation, they return the class most likely to have generated the observation. Discriminative classifiers like logistic regression instead learn what features from the input are most useful to discriminate between the different possible classes. While discriminative systems are often more accurate and hence more commonly used, generative classifiers still have a role."
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"In this section we introduce the multinomial naive Bayes classifier, so called because it is a Bayesian classifier that makes a simplifying (naive) assumption about how the features interact. The intuition of the classifier is shown in Fig. 4 .1. We represent a text document as if it were a bag-of-words, that is, an unordered set of words with their position bag-of-words ignored, keeping only their frequency in the document. In the example in the figure, instead of representing the word order in all the phrases like ""I love this movie"" and ""I would recommend it"", we simply note that the word I occurred 5 times in the entire excerpt, the word it 6 times, the words love, recommend, and movie once, and so on."
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,Figure 4 .1 Intuition of the multinomial naive Bayes classifier applied to a movie review. The position of the words is ignored (the bag of words assumption) and we make use of the frequency of each word.
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"Naive Bayes is a probabilistic classifier, meaning that for a document d, out of all classes c ∈ C the classifier returns the classĉ which has the maximum posterior probability given the document. In Eq. 4.1 we use the hat notationˆto mean ""our estimate of the correct class""."
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"This idea of Bayesian inference has been known since the work of Bayes (1763), and was first applied to text classification by Mosteller and Wallace (1964) . The intuition of Bayesian classification is to use Bayes' rule to transform Eq. 4.1 into other probabilities that have some useful properties. Bayes' rule is presented in Eq. 4.2; it gives us a way to break down any conditional probability P(x|y) into three other probabilities:"
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,P(x|y) = P(y|x)P(x) P(y) (4.2)
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,We can then substitute Eq. 4.2 into Eq. 4.1 to get Eq. 4.3:
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,c = argmax c∈C P(c|d) = argmax c∈C P(d|c)P(c) P(d) (4.3) 4.1 • NAIVE BAYES CLASSIFIERS 59
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,We can conveniently simplify Eq. 4.3 by dropping the denominator P(d). This is possible because we will be computing P(d|c)P(c)
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,P(d)
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"for each possible class. But P(d) doesn't change for each class; we are always asking about the most likely class for the same document d, which must have the same probability P(d). Thus, we can choose the class that maximizes this simpler formula:"
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,c = argmax c∈C P(c|d) = argmax c∈C P(d|c)P(c) (4.4)
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"We call Naive Bayes a generative model because we can read Eq. 4.4 as stating a kind of implicit assumption about how a document is generated: first a class is sampled from P(c), and then the words are generated by sampling from P(d|c). (In fact we could imagine generating artificial documents, or at least their word counts, by following this process). We'll say more about this intuition of generative models in Chapter 5."
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,To return to classification: we compute the most probable classĉ given some document d by choosing the class which has the highest product of two probabilities: the prior probability of the class P(c) and the likelihood of the document P(d|c):
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,prior probability likelihoodĉ = argmax c∈C likelihood P(d|c) prior P(c) (4.5)
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"Without loss of generalization, we can represent a document d as a set of features"
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"f 1 , f 2 , ..., f n :ĉ = argmax c∈C likelihood P( f 1 , f 2 , ...., f n |c) prior P(c) (4.6)"
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"Unfortunately, Eq. 4.6 is still too hard to compute directly: without some simplifying assumptions, estimating the probability of every possible combination of features (for example, every possible set of words and positions) would require huge numbers of parameters and impossibly large training sets. Naive Bayes classifiers therefore make two simplifying assumptions."
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"The first is the bag of words assumption discussed intuitively above: we assume position doesn't matter, and that the word ""love"" has the same effect on classification whether it occurs as the 1st, 20th, or last word in the document. Thus we assume that the features f 1 , f 2 , ..., f n only encode word identity and not position."
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,The second is commonly called the naive Bayes assumption: this is the condi-naive Bayes assumption tional independence assumption that the probabilities P( f i |c) are independent given the class c and hence can be 'naively' multiplied as follows:
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"P( f 1 , f 2 , ...., f n |c) = P( f 1 |c) • P( f 2 |c) • ... • P( f n |c) (4.7)"
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,The final equation for the class chosen by a naive Bayes classifier is thus:
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,c NB = argmax c∈C P(c) f ∈F P( f |c) (4.8)
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"To apply the naive Bayes classifier to text, we need to consider word positions, by simply walking an index through every word position in the document:"
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,positions ← all word positions in test document
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"Naive Bayes calculations, like calculations for language modeling, are done in log"
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"space, to avoid underflow and increase speed. Thus Eq. 4.9 is generally instead"
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,expressed as:
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,"By considering features in log space, Eq. 4.10 computes the predicted class as a lin-"
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,ear function of input features. Classifiers that use a linear combination of the inputs
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,to make a classification decision —like naive Bayes and also logistic regression—
4,Naive Bayes and Sentiment Classification,4.1,Naive Bayes Classifiers,,,are called linear classifiers.
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,How can we learn the probabilities P(c) and P( f i |c)? Let's first consider the maximum likelihood estimate. We'll simply use the frequencies in the data. For the class prior P(c) we ask what percentage of the documents in our training set are in each class c. Let N c be the number of documents in our training data with class c and N doc be the total number of documents. Then:
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,P(c) = N c N doc (4.11)
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"To learn the probability P( f i |c), we'll assume a feature is just the existence of a word in the document's bag of words, and so we'll want P(w i |c), which we compute as the fraction of times the word w i appears among all words in all documents of topic c. We first concatenate all documents with category c into one big ""category c"" text. Then we use the frequency of w i in this concatenated document to give a maximum likelihood estimate of the probability:"
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"P(w i |c) = count(w i , c) w∈V count(w, c) (4.12)"
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"Here the vocabulary V consists of the union of all the word types in all classes, not just the words in one class c."
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"There is a problem, however, with maximum likelihood training. Imagine we are trying to estimate the likelihood of the word ""fantastic"" given class positive, but suppose there are no training documents that both contain the word ""fantastic"" and are classified as positive. Perhaps the word ""fantastic"" happens to occur (sarcastically?) in the class negative. In such a case the probability for this feature will be zero:P (""fantastic""|positive) = count(""fantastic"", positive)"
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"w∈V count(w, positive) = 0 (4.13)"
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"But since naive Bayes naively multiplies all the feature likelihoods together, zero probabilities in the likelihood term for any class will cause the probability of the class to be zero, no matter the other evidence! The simplest solution is the add-one (Laplace) smoothing introduced in Chapter 3. While Laplace smoothing is usually replaced by more sophisticated smoothing algorithms in language modeling, it is commonly used in naive Bayes text categorization:P"
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"(w i |c) = count(w i , c) + 1 w∈V (count(w, c) + 1) = count(w i , c) + 1 w∈V count(w, c) + |V | (4.14)"
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"Note once again that it is crucial that the vocabulary V consists of the union of all the word types in all classes, not just the words in one class c (try to convince yourself why this must be true; see the exercise at the end of the chapter). What do we do about words that occur in our test data but are not in our vocabulary at all because they did not occur in any training document in any class? The solution for such unknown words is to ignore them-remove them from the test unknown word document and not include any probability for them at all."
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"Finally, some systems choose to completely ignore another class of words: stop words, very frequent words like the and a. This can be done by sorting the vocabustop words lary by frequency in the training set, and defining the top 10-100 vocabulary entries as stop words, or alternatively by using one of the many predefined stop word lists available online. Then each instance of these stop words is simply removed from both training and test documents as if it had never occurred. In most text classification applications, however, using a stop word list doesn't improve performance, and so it is more common to make use of the entire vocabulary and not use a stop word list. Fig. 4 .2 shows the final algorithm."
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"function TRAIN NAIVE BAYES(D, C) returns log P(c) and log P(w|c)"
4,Naive Bayes and Sentiment Classification,4.2,Training the Naive Bayes Classifier,,,"for each class c ∈ C # Calculate P(c) terms N doc = number of documents in D N c = number of documents from D in class c logprior[c] ← log N c N doc V ← vocabulary of D bigdoc[c] ← append(d) for d ∈ D with class c for each word w in V # Calculate P(w|c) terms count(w,c) ← # of occurrences of w in bigdoc[c] loglikelihood[w,c] ← log count(w, c) + 1 w in V (count (w , c) + 1) return logprior, loglikelihood, V function TEST NAIVE BAYES(testdoc, logprior, loglikelihood, C, V) returns best c for each class c ∈ C sum[c] ← logprior[c] for each position i in testdoc word ← testdoc[i] if word ∈ V sum[c] ← sum[c]+ loglikelihood[word,c] return argmax c sum[c]"
4,Naive Bayes and Sentiment Classification,4.3,Worked Example,,,"Let's walk through an example of training and testing naive Bayes with add-one smoothing. We'll use a sentiment analysis domain with the two classes positive (+) and negative (-), and take the following miniature training and test documents simplified from actual movie reviews. : P(−) = 3 5 P(+) = 2 5 The word with doesn't occur in the training set, so we drop it completely (as mentioned above, we don't use unknown word models for naive Bayes). The likelihoods from the training set for the remaining three words ""predictable"", ""no"", and ""fun"", are as follows, from Eq. 4.14 (computing the probabilities for the remainder of the words in the training set is left as an exercise for the reader): P(""predictable""|−) = 1 + 1 14 + 20 P(""predictable""|+) = 0 + 1 9 + 20 P(""no""|−) = 1 + 1 14 + 20 P(""no""|+) = 0 + 1 9 + 20 P(""fun""|−) = 0 + 1 14 + 20 P(""fun"""
4,Naive Bayes and Sentiment Classification,4.3,Worked Example,,,|+) = 1 + 1 9 + 20
4,Naive Bayes and Sentiment Classification,4.3,Worked Example,,,"For the test sentence S = ""predictable with no fun"", after removing the word 'with', the chosen class, via Eq. 4.9, is therefore computed as follows:"
4,Naive Bayes and Sentiment Classification,4.3,Worked Example,,,P(−)P(S|−) = 3 5 × 2 × 2 × 1 34 3 = 6.1 × 10 −5 P(+)P(S|+) = 2 5 × 1 × 1 × 2 29 3 = 3.2 × 10 −5
4,Naive Bayes and Sentiment Classification,4.3,Worked Example,,,The model thus predicts the class negative for the test sentence.
4,Naive Bayes and Sentiment Classification,4.4,Optimizing for Sentiment Analysis,,,"While standard naive Bayes text classification can work well for sentiment analysis, some small changes are generally employed that improve performance. First, for sentiment classification and a number of other text classification tasks, whether a word occurs or not seems to matter more than its frequency. Thus it often improves performance to clip the word counts in each document at 1 (see the end of the chapter for pointers to these results). This variant is called binary multinomial naive Bayes or binary NB. The variant uses the same Eq. 4.10 except binary NB that for each document we remove all duplicate words before concatenating them into the single big document. Fig. 4 .3 shows an example in which a set of four documents (shortened and text-normalized for this example) are remapped to binary, with the modified counts shown in the table on the right. The example is worked without add-1 smoothing to make the differences clearer. Note that the results counts need not be 1; the word great has a count of 2 even for Binary NB, because it appears in multiple documents."
4,Naive Bayes and Sentiment Classification,4.4,Optimizing for Sentiment Analysis,,,"− it was pathetic the worst part was the boxing scenes − no plot twists or great scenes + and satire and great plot twists + great scenes great film After per-document binarization: A second important addition commonly made when doing text classification for sentiment is to deal with negation. Consider the difference between I really like this movie (positive) and I didn't like this movie (negative). The negation expressed by didn't completely alters the inferences we draw from the predicate like. Similarly, negation can modify a negative word to produce a positive review (don't dismiss this film, doesn't let us get bored)."
4,Naive Bayes and Sentiment Classification,4.4,Optimizing for Sentiment Analysis,,,"A very simple baseline that is commonly used in sentiment analysis to deal with negation is the following: during text normalization, prepend the prefix NOT to every word after a token of logical negation (n't, not, no, never) until the next punctuation mark. Thus the phrase didn't like this movie , but I becomes didn't NOT_like NOT_this NOT_movie , but I Newly formed 'words' like NOT like, NOT recommend will thus occur more often in negative document and act as cues for negative sentiment, while words like NOT bored, NOT dismiss will acquire positive associations. We will return in Chapter 16 to the use of parsing to deal more accurately with the scope relationship between these negation words and the predicates they modify, but this simple baseline works quite well in practice."
4,Naive Bayes and Sentiment Classification,4.4,Optimizing for Sentiment Analysis,,,"Finally, in some situations we might have insufficient labeled training data to train accurate naive Bayes classifiers using all words in the training set to estimate positive and negative sentiment. In such cases we can instead derive the positive and negative word features from sentiment lexicons, lists of words that are pre-sentiment lexicons annotated with positive or negative sentiment. Four popular lexicons are the General Inquirer (Stone et al., 1966) , LIWC (Pennebaker et al., 2007) , the opinion lexicon"
4,Naive Bayes and Sentiment Classification,4.4,Optimizing for Sentiment Analysis,,,"of Hu and Liu (2004a) and the MPQA Subjectivity Lexicon (Wilson et al., 2005) . For example the MPQA subjectivity lexicon has 6885 words, 2718 positive and 4912 negative, each marked for whether it is strongly or weakly biased. Some samples of positive and negative words from the MPQA lexicon include: + : admirable, beautiful, confident, dazzling, ecstatic, favor, glee, great − : awful, bad, bias, catastrophe, cheat, deny, envious, foul, harsh, hate A common way to use lexicons in a naive Bayes classifier is to add a feature that is counted whenever a word from that lexicon occurs. Thus we might add a feature called 'this word occurs in the positive lexicon', and treat all instances of words in the lexicon as counts for that one feature, instead of counting each word separately. Similarly, we might add as a second feature 'this word occurs in the negative lexicon' of words in the negative lexicon. If we have lots of training data, and if the test data matches the training data, using just two features won't work as well as using all the words. But when training data is sparse or not representative of the test set, using dense lexicon features instead of sparse individual-word features may generalize better."
4,Naive Bayes and Sentiment Classification,4.4,Optimizing for Sentiment Analysis,,,"We'll return to this use of lexicons in Chapter 20, showing how these lexicons can be learned automatically, and how they can be applied to many other tasks beyond sentiment classification."
4,Naive Bayes and Sentiment Classification,4.5,Naive Bayes for Other Text Classification Tasks,,,In the previous section we pointed out that naive Bayes doesn't require that our classifier use all the words in the training data as features. In fact features in naive Bayes can express any property of the input text we want.
4,Naive Bayes and Sentiment Classification,4.5,Naive Bayes for Other Text Classification Tasks,,,"Consider the task of spam detection, deciding if a particular piece of email is spam detection an example of spam (unsolicited bulk email) -and one of the first applications of naive Bayes to text classification (Sahami et al., 1998) . A common solution here, rather than using all the words as individual features, is to predefine likely sets of words or phrases as features, combined with features that are not purely linguistic. For example the open-source SpamAssassin tool 1 predefines features like the phrase ""one hundred percent guaranteed"", or the feature mentions millions of dollars, which is a regular expression that matches suspiciously large sums of money. But it also includes features like HTML has a low ratio of text to image area, that aren't purely linguistic and might require some sophisticated computation, or totally non-linguistic features about, say, the path that the email took to arrive. More sample SpamAssassin features:"
4,Naive Bayes and Sentiment Classification,4.5,Naive Bayes for Other Text Classification Tasks,,,"• Email subject line is all capital letters • Contains phrases of urgency like ""urgent reply"" • Email subject line contains ""online pharmaceutical"""
4,Naive Bayes and Sentiment Classification,4.5,Naive Bayes for Other Text Classification Tasks,,,"• HTML has unbalanced ""head"" tags • Claims you can be removed from the list For other tasks, like language id-determining what language a given piece language id of text is written in-the most effective naive Bayes features are not words at all, but character n-grams, 2-grams ('zw') 3-grams ('nya', ' Vo'), or 4-grams ('ie z', 'thei'), or, even simpler byte n-grams, where instead of using the multibyte Unicode character representations called codepoints, we just pretend everything is a string of raw bytes. Because spaces count as a byte, byte n-grams can model statistics about the beginning or ending of words. A widely used naive Bayes system, langid.py (Lui and Baldwin, 2012) begins with all possible n-grams of lengths 1-4, using feature selection to winnow down to the most informative 7000 final features. Language ID systems are trained on multilingual text, such as Wikipedia (Wikipedia text in 68 different languages was used in (Lui and Baldwin, 2011)), or newswire. To make sure that this multilingual text correctly reflects different regions, dialects, and socioeconomic classes, systems also add Twitter text in many languages geotagged to many regions (important for getting world English dialects from countries with large Anglophone populations like Nigeria or India), Bible and Quran translations, slang websites like Urban Dictionary, corpora of African American Vernacular English (Blodgett et al., 2016) , and so on (Jurgens et al., 2017)."
4,Naive Bayes and Sentiment Classification,4.6,Naive Bayes as a Language Model,,,"As we saw in the previous section, naive Bayes classifiers can use any sort of feature: dictionaries, URLs, email addresses, network features, phrases, and so on. But if, as in the previous section, we use only individual word features, and we use all of the words in the text (not a subset), then naive Bayes has an important similarity to language modeling. Specifically, a naive Bayes model can be viewed as a set of class-specific unigram language models, in which the model for each class instantiates a unigram language model."
4,Naive Bayes and Sentiment Classification,4.6,Naive Bayes as a Language Model,,,"Since the likelihood features from the naive Bayes model assign a probability to each word P(word|c), the model also assigns a probability to each sentence:"
4,Naive Bayes and Sentiment Classification,4.6,Naive Bayes as a Language Model,,,P(s|c) = i∈positions P(w i |c) (4.15)
4,Naive Bayes and Sentiment Classification,4.6,Naive Bayes as a Language Model,,,Thus consider a naive Bayes model with the classes positive (+) and negative (-) and the following model parameters:
4,Naive Bayes and Sentiment Classification,4.6,Naive Bayes as a Language Model,,,w P(w|+) P(w|-) I 0.1 0.2 love 0.1 0.001 this 0.01 0.01 fun 0.05 0.005 film 0.1 0.1 ... ... ...
4,Naive Bayes and Sentiment Classification,4.6,Naive Bayes as a Language Model,,,"Each of the two columns above instantiates a language model that can assign a probability to the sentence ""I love this fun film"": P(""I love this fun film""|+) = 0.1 × 0.1 × 0.01 × 0.05 × 0.1 = 0.0000005 P(""I love this fun film""|−) = 0.2 × 0.001 × 0.01 × 0.005 × 0.1 = .0000000010"
4,Naive Bayes and Sentiment Classification,4.6,Naive Bayes as a Language Model,,,"As it happens, the positive model assigns a higher probability to the sentence: P(s|pos) > P(s|neg). Note that this is just the likelihood part of the naive Bayes model; once we multiply in the prior a full naive Bayes model might well make a different classification decision."
4,Naive Bayes and Sentiment Classification,4.7,"Evaluation: Precision, Recall, F-measure",,,"To introduce the methods for evaluating text classification, let's first consider some simple binary detection tasks. For example, in spam detection, our goal is to label every text as being in the spam category (""positive"") or not in the spam category (""negative""). For each item (email document) we therefore need to know whether our system called it spam or not. We also need to know whether the email is actually spam or not, i.e. the human-defined labels for each document that we are trying to match. We will refer to these human labels as the gold labels."
4,Naive Bayes and Sentiment Classification,4.7,"Evaluation: Precision, Recall, F-measure",,,"Or imagine you're the CEO of the Delicious Pie Company and you need to know what people are saying about your pies on social media, so you build a system that detects tweets concerning Delicious Pie. Here the positive class is tweets about Delicious Pie and the negative class is all other tweets."
4,Naive Bayes and Sentiment Classification,4.7,"Evaluation: Precision, Recall, F-measure",,,"In both cases, we need a metric for knowing how well our spam detector (or pie-tweet-detector) is doing. To evaluate any system for detecting things, we start by building a confusion matrix like the one shown in Fig. 4"
4,Naive Bayes and Sentiment Classification,4.7,"Evaluation: Precision, Recall, F-measure",,,"is a table for visualizing how an algorithm performs with respect to the human gold labels, using two dimensions (system output and gold labels), and each cell labeling a set of possible outcomes. In the spam detection case, for example, true positives are documents that are indeed spam (indicated by human-created gold labels) that our system correctly said were spam. False negatives are documents that are indeed spam but our system incorrectly labeled as non-spam."
4,Naive Bayes and Sentiment Classification,4.7,"Evaluation: Precision, Recall, F-measure",,,"To the bottom right of the table is the equation for accuracy, which asks what percentage of all the observations (for the spam or pie examples that means all emails or tweets) our system labeled correctly. Although accuracy might seem a natural metric, we generally don't use it for text classification tasks. That's because accuracy doesn't work well when the classes are unbalanced (as indeed they are with spam, which is a large majority of email, or with tweets, which are mainly not about pie). To make this more explicit, imagine that we looked at a million tweets, and let's say that only 100 of them are discussing their love (or hatred) for our pie,"
4,Naive Bayes and Sentiment Classification,4.7,"Evaluation: Precision, Recall, F-measure",,,"while the other 999,900 are tweets about something completely unrelated. Imagine a simple classifier that stupidly classified every tweet as ""not about pie"". This classifier would have 999,900 true negatives and only 100 false negatives for an accuracy of 999,900/1,000,000 or 99.99%! What an amazing accuracy level! Surely we should be happy with this classifier? But of course this fabulous 'no pie' classifier would be completely useless, since it wouldn't find a single one of the customer comments we are looking for. In other words, accuracy is not a good metric when the goal is to discover something that is rare, or at least not completely balanced in frequency, which is a very common situation in the world."
4,Naive Bayes and Sentiment Classification,4.7,"Evaluation: Precision, Recall, F-measure",,,"That's why instead of accuracy we generally turn to two other metrics shown in Precision and recall will help solve the problem with the useless ""nothing is pie"" classifier. This classifier, despite having a fabulous accuracy of 99.99%, has a terrible recall of 0 (since there are no true positives, and 100 false negatives, the recall is 0/100). You should convince yourself that the precision at finding relevant tweets is equally problematic. Thus precision and recall, unlike accuracy, emphasize true positives: finding the things that we are supposed to be looking for."
4,Naive Bayes and Sentiment Classification,4.7,"Evaluation: Precision, Recall, F-measure",,,"There are many ways to define a single metric that incorporates aspects of both precision and recall. The simplest of these combinations is the F-measure (van F-measure Rijsbergen, 1975) , defined as:"
4,Naive Bayes and Sentiment Classification,4.7,"Evaluation: Precision, Recall, F-measure",,,F β = (β 2 + 1)PR
